,tconst,titleFR,EncRunT,EncYear,EncNumR,averageRating,Crew1,Crew2
33462,tt0325596,Memories,1,4,1,6.1,0.0,0.0
33463,tt0325602,Berceuse,0,3,0,7.6,0.0,0.0
33464,tt0325641,Jakoman et Tetsu,1,1,0,7.1,0.0,0.0
33465,tt0325655,The Eye,1,4,2,6.7,0.0,0.0
33466,tt0325675,Des bateaux d'écorce de pastèques,1,4,1,7.8,0.0,0.0
33467,tt0325703,Lara Croft Tomb Raider: Le berceau de la vie,1,4,2,5.6,0.0,0.0
33468,tt0325710,Le dernier samouraï,2,4,3,7.7,0.0,0.0
33469,tt0325713,Soundless - Sans un bruit,1,4,0,6.5,0.0,0.0
33470,tt0325731,Une Femme Honnête,1,2,0,7.2,0.0,0.0
33471,tt0325733,Parfum d'absinthe,1,4,1,7.1,0.0,0.0
33472,tt0325743,Lightereul kyeora,1,4,0,6.3,0.0,0.0
33473,tt0325805,Les associés,1,4,2,7.3,0.0,0.0
33474,tt0325826,Mille mois,1,4,0,6.2,0.0,0.0
33475,tt0325948,Le pacte du silence,1,4,0,5.7,-0.08701167961849401,0.01600140171260038
33476,tt0325958,Pas si simple,1,4,0,5.4,0.0,0.0
33477,tt0325980,Pirates des Caraïbes : La Malédiction du Black Pearl,2,4,3,8.0,0.0,0.0
33478,tt0325989,Sous le ciel Yougoslave,0,0,0,7.1,0.0,0.0
33479,tt0325992,Les félines,0,4,0,4.9,0.0,0.0
33480,tt0326036,Qui a tué Bambi?,1,4,0,6.1,0.0,0.0
33481,tt0326101,Lucifer,0,2,0,6.6,0.0,0.0
33482,tt0326143,Saint Seiya: Les guerriers d'Abel,0,2,0,7.3,0.0,0.0
33483,tt0326165,Skopje 1963,0,1,0,7.3,0.0,0.0
33484,tt0326306,Le procès de Henry Kissinger,1,4,0,7.6,-1.9033945004483337e-09,-1.3406483645352622e-08
33485,tt0326429,Le miracle de Berne,1,4,1,6.7,0.0,0.0
33486,tt0326441,Yesterday,1,4,0,5.0,0.0,0.0
33487,tt0326595,La bataille de l'enfer,1,2,0,6.3,0.0,0.0
33488,tt0326624,Pénélope ou L'hiver à Kermarec,0,1,0,6.8,0.0,0.0
33489,tt0326648,Les trois vies d'Edouard Chevardnadze,0,4,0,8.8,0.0,0.0
33490,tt0326769,Biker Boyz,1,4,1,4.7,0.0,0.0
33491,tt0326806,Civil Brand,1,4,0,5.2,0.0,0.0
33492,tt0326808,Close Up,1,3,0,6.0,0.0,0.0
33493,tt0326828,Secrets d'état,1,4,0,5.0,0.0,0.0
33494,tt0326835,Attraction fatale,1,4,1,6.8,4.270749306548576e-06,-3.0902240115375774e-05
33495,tt0326856,L'envie,1,4,2,4.8,0.0004249053900771411,-0.00039743304602391714
33496,tt0326900,"Mon chien, ce héros!",1,4,1,5.1,0.0,0.0
33497,tt0326905,Le grand raid,1,4,1,6.7,0.0,0.0
33498,tt0326963,"J'ai vécu, mais...",1,2,0,7.5,0.0,0.0
33499,tt0326977,L'été où j'ai grandi,1,4,1,7.4,0.0,0.0
33500,tt0326988,Je chanterai pour toi,0,4,0,7.4,0.0,0.0
33501,tt0326991,Chacun dans sa coquille,1,0,0,7.3,-1.0413341696085387e-05,-6.625433341918055e-05
33502,tt0327056,Mystic River,2,4,3,7.9,0.0005156433230650335,-0.0014125429076047751
33503,tt0327084,"Nos voisins, les hommes",1,4,2,6.7,-6.948159404916429e-05,0.00020160864956023994
33504,tt0327137,Le secret des frères McCann,1,4,2,7.5,0.0,0.0
33505,tt0327162,Et l'homme créa la femme,1,4,2,5.3,0.0,0.0
33506,tt0327205,Radio Favela,1,4,0,6.6,0.0,0.0
33507,tt0327226,Escapade parisienne,1,4,0,6.2,0.0,0.0
33508,tt0327247,Mon voisin le tueur 2,1,4,2,5.5,0.0,0.0
33509,tt0327259,À la p'tite semaine,1,4,0,6.4,0.0,0.0
33510,tt0327409,Alien Hunter,1,4,1,5.1,0.0,0.0
33511,tt0327437,Le tour du monde en 80 jours,1,4,2,5.9,0.0,0.0
33512,tt0327498,Le club des juniors,1,4,0,3.1,0.0,0.0
33513,tt0327546,En chantant derrière les paravents,1,4,0,6.4,0.0,0.0
33514,tt0327554,Catwoman,1,4,2,3.4,2.1456746326921794e-20,-1.5335246830464522e-20
33515,tt0327597,Coraline,1,4,2,7.7,0.0,0.0
33516,tt0327643,Dirty Love,1,4,1,3.6,0.0,0.0
33517,tt0327662,Dreyfus ou L'intolérable vérité,1,1,0,7.8,-5.305667227054926e-06,-5.062517099537202e-05
33518,tt0327679,Ella au pays enchanté,1,4,2,6.3,-6.535128042528809e-22,4.794095399070229e-22
33519,tt0327730,Le chemin des lucioles,1,4,0,6.1,0.0,0.0
33520,tt0327753,Funny Ha Ha,1,4,1,6.5,0.0,0.0
33521,tt0327770,À la recherche du koïlos perdu,1,4,0,6.2,0.0,0.0
33522,tt0327789,Gokudo no onna-tachi: Kejime,1,3,0,4.3,0.0,0.0
33523,tt0327819,Le guépiot,1,2,0,4.0,0.0,0.0
33524,tt0327850,Bienvenue dans la jungle,1,4,2,6.7,0.0,0.0
33525,tt0327966,L'île des hommes seuls,1,1,0,5.6,0.0,0.0
33526,tt0328031,King of the Ants,1,4,1,6.2,0.0,0.0
33527,tt0328077,Love Object,1,4,1,6.3,0.0,0.0
33528,tt0328099,Le rappeur de Malibu,1,4,1,5.2,0.0,0.0
33529,tt0328107,Man on Fire,2,4,3,7.7,0.0,0.0
33530,tt0328199,Petits meurtres d'Amérique,1,4,0,7.3,0.0,0.0
33531,tt0328226,Black Caid,0,4,0,4.2,0.0,0.0
33532,tt0328499,"Nicholas Winton, la Force d'un Juste",0,4,0,8.4,0.0,0.0
33533,tt0328538,Thirteen,1,4,2,6.8,-1.411915813807902e-21,7.420236276147352e-22
33534,tt0328589,Sous le soleil de Toscane,1,4,2,6.8,-2.9537386735024006e-21,3.935559442248353e-21
33535,tt0328713,À la hauteur du soleil,1,4,0,7.9,0.0,0.0
33536,tt0328802,"11'09''01: Onze minutes, neuf secondes, un cadre",2,4,1,6.9,1.2339631995257632e-22,2.2864911333997957e-24
33537,tt0328820,Livraison à domicile,1,4,0,5.0,0.0,0.0
33538,tt0328828,American pie: marions-les!,1,4,2,6.3,0.0,0.0
33539,tt0328839,Arbres,0,4,0,7.6,0.0007721813611700795,-0.0006489724170507818
33540,tt0328868,Piège en forêt,1,4,0,4.1,0.0,0.0
33541,tt0328880,Frère des ours,1,4,2,6.8,2.2419644273850673e-05,0.00013709588825998288
33542,tt0328890,Bienvenue au gîte,1,4,0,5.6,0.0,0.0
33543,tt0328912,L'Épopée de Cheikh Bouamama,2,2,0,8.5,0.0,0.0
33544,tt0328922,Cadavres en vacances,1,1,0,5.0,0.0,0.0
33545,tt0328955,Chouchou,1,4,0,4.6,0.0,0.0
33546,tt0328963,La communale,1,1,0,5.6,0.0,0.0
33547,tt0328990,Demain on déménage,1,4,0,6.0,5.447202110325978e-19,-1.336092045185698e-19
33548,tt0328993,Face of Terror,1,4,0,4.3,0.0,0.0
33549,tt0329020,L'innocence outragée,1,1,0,6.7,0.0,0.0
33550,tt0329028,Dumb & dumberer - quand Harry rencontra Lloyd,1,4,2,3.4,0.0,0.0
33551,tt0329030,The Dust Factory,1,4,0,6.0,0.0,0.0
33552,tt0329042,El Alamein,1,4,0,7.1,0.0,0.0
33553,tt0329045,L'enfant du pays,1,4,0,4.8,0.0,0.0
33554,tt0329076,Les Fellagas,1,1,0,8.1,0.0,0.0
33555,tt0329088,Folle embellie,1,4,0,6.2,4.184967774260858e-17,-2.6631035208967118e-17
33556,tt0329101,Freddy contre Jason,1,4,2,5.7,0.0,0.0
33557,tt0329106,Les enfants de la colère,1,4,0,6.6,0.0,0.0
33558,tt0329111,Le garçon aux yeux gris,1,4,1,6.5,7.44075366881872e-18,-4.536114384738224e-18
33559,tt0329146,La Guerre du Golfe... Et Après?,1,3,0,8.3,0.0,0.0
33560,tt0329162,Lune de miel en enfer,1,4,1,5.4,0.0,0.0
33561,tt0329380,Les Enfants de Ma Soeur à la Neige,1,4,0,5.2,0.0,0.0
33562,tt0329388,Momo,1,4,1,7.3,3.481851402868845e-05,-6.916176567102498e-05
33563,tt0329421,Que Dieu Nous Protège,1,4,0,7.9,0.0,0.0
33564,tt0329429,Le serviteur de Kali,1,4,0,7.1,0.0,0.0
33565,tt0329451,Au-delà des frontières,1,4,0,7.1,0.0,0.0
33566,tt0329485,Le papillon,1,4,1,7.2,-0.10230707702111026,0.09244992360480923
33567,tt0329502,La dernière cible,1,4,0,4.7,0.0,0.0
33568,tt0329508,Power Elite,1,4,0,3.8,0.0,0.0
33569,tt0329525,Mister V.,1,4,0,6.0,0.0,0.0
33570,tt0329572,Famille brisée,1,4,0,6.8,0.0,0.0
33571,tt0329575,Pur sang: la légende de Seabiscuit,2,4,2,7.3,0.0,0.0
33572,tt0329584,Les sentiments,1,4,0,6.3,0.0,0.0
33573,tt0329587,Sexuella,0,1,0,5.8,0.0,0.0
33574,tt0329589,Shark Hunter,1,4,0,3.1,0.0,0.0
33575,tt0329691,"Torque, la route s'enflamme",1,4,2,4.1,0.0,0.0
33576,tt0329706,"Un homme, un vrai",1,4,0,6.5,0.0,0.0
33577,tt0329717,Hollywood Homicide,1,4,2,5.3,7.5070980680198696e-06,2.4757643417843e-05
33578,tt0329767,Wilbur,1,4,1,6.8,0.0,0.0
33579,tt0329774,xXx²: The Next Level,1,4,2,4.5,0.0,0.0
33580,tt0330069,Blue Collar Comedy Tour: The Movie,1,4,1,7.1,0.0,0.0
33581,tt0330080,La bonne attitude,1,4,0,5.5,0.0,0.0
33582,tt0330099,The Brown Bunny,1,4,1,5.0,0.0,0.0
33583,tt0330110,Le cabinet de l'homme noir,0,0,0,6.8,0.0,0.0
33584,tt0330165,Comme si de rien n'était,1,4,0,6.6,0.0,0.0
33585,tt0330193,Les déjantés,1,4,0,3.7,0.0,0.0
33586,tt0330229,Dolls,1,4,1,7.6,0.0,0.0
33587,tt0330240,Bloody Blues,1,2,0,4.6,0.0,0.0
33588,tt0330242,Assaut final,1,4,0,4.6,0.0,0.0
33589,tt0330247,Défense d'aimer,1,4,0,5.5,0.0,0.0
33590,tt0330279,Fausse identité,1,0,0,6.6,0.0,0.0
33591,tt0330333,Global Effect: Epidémie planétaire,1,4,0,3.5,0.0,0.0
33592,tt0330356,Frankie le laitier,1,0,0,6.8,0.0,0.0
33593,tt0330373,Harry Potter et la Coupe de feu,2,4,3,7.7,0.0,0.0
33594,tt0330474,Le jardin de papa,0,4,0,6.1,0.0,0.0
33595,tt0330691,Card Player,1,4,1,4.9,0.0,0.0
33596,tt0330702,À corps perdus,1,4,1,7.1,-3.4948380898092767e-19,2.3021992944090034e-19
33597,tt0330793,The Punisher,1,4,2,6.4,-3.6466032375673303e-07,-2.9301564007298207e-06
33598,tt0330830,Robinson et compagnie,0,3,0,5.9,0.0,0.0
33599,tt0330841,Sa huling paghihintay,1,4,0,6.2,0.0,0.0
33600,tt0330994,"Titanic, le légende continue",1,4,1,2.0,0.0,0.0
33601,tt0331417,Le chant immortel,1,0,0,7.5,0.0,0.0
33602,tt0331468,La gorge du diable,1,4,1,5.0,0.0004195597727067297,-0.004087358305556216
33603,tt0331509,Le singe funky,1,4,0,3.5,0.0,0.0
33604,tt0331543,Dans le silence du monde,0,4,0,7.0,0.0,0.0
33605,tt0331611,Radical Harmonies - musiques de femmes,1,4,0,7.1,0.0,0.0
33606,tt0331632,Scooby-Doo 2 : Les monstres se déchaînent,1,4,2,5.1,0.0,0.0
33607,tt0331639,Shakti,2,4,1,6.0,0.0,0.0
33608,tt0331698,Le bois lacté,1,4,0,6.6,0.0,0.0
33609,tt0331811,Onze heures quatorze,1,4,2,7.2,0.0,0.0
33610,tt0331834,Alive,1,4,0,5.6,0.0,0.0
33611,tt0331933,Garde rapprochée,1,4,1,5.4,0.0,0.0
33612,tt0331952,L'enlèvement,1,4,1,5.8,0.0,0.0
33613,tt0332029,Elmer et le dragon,1,3,0,6.2,0.0,0.0
33614,tt0332047,Terrain d'entente,1,4,2,6.2,0.0,0.0
33615,tt0332136,Si seulement...,1,4,2,7.1,0.0,0.0
33616,tt0332270,New york after midnight,1,1,0,4.9,0.0,0.0
33617,tt0332271,Le nouvel âge glaciaire,0,1,0,7.8,0.0,0.0
33618,tt0332280,N'oublie jamais,1,4,3,7.8,0.0,0.0
33619,tt0332281,Happy End,1,4,0,5.4,1.020507204096688e-18,-6.47429966017555e-19
33620,tt0332294,Operation Las Vegas,1,3,0,3.1,0.0,0.0
33621,tt0332318,Pinocchio le robot,1,4,0,3.9,0.000104977357811105,0.0010944888912414593
33622,tt0332362,Le justicier de Davos,0,0,0,6.8,0.0,0.0
33623,tt0332379,Rock academy,1,4,3,7.1,8.176030410833247e-08,3.7984855435720057e-07
33624,tt0332381,The Sea,1,4,0,6.8,0.0,0.0
33625,tt0332385,Six tueurs pour un massacre,1,1,0,3.8,0.0,0.0
33626,tt0332452,Troie,2,4,3,7.3,0.0,0.0
33627,tt0332458,Une simple histoire,0,0,0,7.1,0.0,0.0
33628,tt0332604,Confidences d'un gode,0,4,0,7.2,0.0,0.0
33629,tt0332605,La maison de fous,1,4,1,7.1,0.0,0.0
33630,tt0332639,L'enfant au violon,1,4,1,7.3,0.0,0.0
33631,tt0332658,Intermission,1,4,1,6.8,0.0,0.0
33632,tt0332669,"Khorma, Le Crieur de Nouvelles",1,4,0,7.3,0.0,0.0
33633,tt0332699,Chroniques indiennes,1,4,0,6.6,0.0,0.0
33634,tt0332706,La femme d'eau,1,4,0,6.9,0.0,0.0
33635,tt0332743,Salomé,1,4,0,7.0,0.0,0.0
33636,tt0332817,Vierge de la luxure,2,4,0,5.5,0.0,0.0
33637,tt0332831,Printemps dans une petite ville,1,4,0,6.9,0.0,0.0
33638,tt0333079,Anansi,1,4,0,6.4,0.0,0.0
33639,tt0333399,L'examen,1,4,0,6.9,0.0,0.0
33640,tt0333407,Enfin pris?,1,4,0,6.8,0.0,0.0
33641,tt0333611,Ich hiess Sabina Spielrein,1,4,0,6.2,0.0,0.0
33642,tt0333692,Trop jeunes pour mourir,0,4,0,6.4,0.0,0.0
33643,tt0333764,Blue Gate Crossing,1,4,1,7.3,0.0,0.0
33644,tt0333766,Garden State,1,4,2,7.4,0.0,0.0
33645,tt0333780,La blonde contre-attaque,1,4,2,4.8,0.0,0.0
33646,tt0334141,Los porfiados - Les acharnés,1,4,0,6.0,0.0,0.0
33647,tt0334542,La mort en douce,1,2,0,4.8,0.0,0.0
33648,tt0334574,Un homme sans l'Occident,1,4,0,6.7,0.0,0.0
33649,tt0334754,Yossi & Jagger,0,4,1,7.1,0.0,0.0
33650,tt0335013,Company,1,4,1,6.3,0.0,0.0
33651,tt0335119,La jeune fille à la perle,1,4,2,6.9,0.0,0.0
33652,tt0335121,Godsend : Expérience interdite,1,4,1,4.8,0.0,0.0
33653,tt0335245,Ladykillers,1,4,2,6.2,0.0,0.0
33654,tt0335266,Lost in Translation,1,4,3,7.7,0.0007689135451834399,-9.73848444583053e-05
33655,tt0335345,La passion du Christ,1,4,2,7.2,0.0,0.0
33656,tt0335351,La petite Lili,1,4,0,6.2,5.701923661141991e-20,-6.451092816107113e-20
33657,tt0335438,Starsky & Hutch,1,4,2,6.1,0.0,0.0
33658,tt0335559,Rendez-vous avec une star,1,4,2,5.6,4.916267081270328e-23,-3.219048781189793e-23
33659,tt0336218,Nouveau départ,1,4,0,6.7,0.0,0.0
33660,tt0336264,Depuis qu'Otar est parti...,1,4,1,7.5,0.0,0.0
33661,tt0336432,Filles uniques,1,4,0,6.2,1.4872243233205494e-17,-1.0018413330486376e-17
33662,tt0336622,Ilusión de movimiento,1,4,0,6.2,0.0,0.0
33663,tt0336671,Recherche,1,2,0,7.2,0.0,0.0
33664,tt0337088,La ligne du destin,1,0,0,7.6,0.0,0.0
33665,tt0337103,RP2 - Les Anges de l'apocalypse,1,4,1,6.0,0.0,0.0
33666,tt0337423,Vivre est une solution,0,2,0,6.9,0.0,0.0
33667,tt0337430,Le voyage à la mer,1,4,0,5.3,0.0,0.0
33668,tt0337563,30 ans sinon rien,1,4,2,6.2,0.0,0.0
33669,tt0337573,Antibodies,1,4,1,7.0,0.0,0.0
33670,tt0337631,La ballade de County Clare,1,4,0,6.5,0.0,0.0
33671,tt0337646,The Inner Circle,1,4,0,7.3,0.0,0.0
33672,tt0337659,Injection Fatale,1,4,0,4.0,0.0,0.0
33673,tt0337674,Mauvais Esprit,1,4,0,4.7,0.0,0.0
33674,tt0337678,Mirror Wars: Assaut sur Air Force One,1,4,0,2.9,0.0,0.0
33675,tt0337692,Sur la route,1,5,2,6.1,0.0,0.0
33676,tt0337697,Le prince et moi,1,4,2,5.9,0.0,0.0
33677,tt0337711,Les razmoket rencontrent les Delajungle,1,4,1,5.6,0.0,0.0
33678,tt0337717,Shelter Island,1,4,0,4.0,0.0,0.0
33679,tt0337721,Inuit,1,4,1,7.3,0.0,0.0
33680,tt0337741,Tout peut arriver,1,4,2,6.7,-0.010504800256346477,0.002886170023143264
33681,tt0337876,Birth,1,4,2,6.1,0.0,0.0
33682,tt0337896,"Brian De Palma, l'incorruptible",0,4,0,5.5,0.0,0.0
33683,tt0337909,Calendar Girls,1,4,1,6.9,0.0,0.0
33684,tt0337917,Les petits braqueurs,1,4,1,5.2,4.6580021194588e-21,-2.874044356025841e-21
33685,tt0337921,Cellular,1,4,2,6.5,0.0,0.0
33686,tt0337961,Coupures,1,4,1,6.3,0.0,0.0
33687,tt0337978,Die Hard 4 : Retour en enfer,1,4,3,7.1,0.0,0.0
33688,tt0337996,DysFunktional Family,1,4,0,6.7,0.0,0.0
33689,tt0338013,Eternal Sunshine of the Spotless Mind,1,4,3,8.3,0.0,0.0
33690,tt0338018,Les fabuleuses aventures du légendaire Baron de Munchausen,1,1,0,6.9,0.0,0.0
33691,tt0338094,Le manoir hanté et les 999 fantômes,1,4,2,5.0,-0.00032653856224350547,0.00013772392224701015
33692,tt0338095,Haute Tension,1,4,2,6.8,3.4229709448910455e-18,-2.024796533306285e-18
33693,tt0338096,Dirty Dancing 2,1,4,2,6.0,0.0,0.0
33694,tt0338097,Nous étions libres,1,4,1,6.6,0.0,0.0
33695,tt0338135,Les invasions barbares,1,4,2,7.6,0.0,0.0
33696,tt0338188,Les disparues,2,4,2,6.5,0.0,0.0
33697,tt0338189,Latina/Littoria,0,4,0,6.7,0.0,0.0
33698,tt0338216,Lucky You,1,4,1,5.9,0.0,0.0
33699,tt0338249,Merci Docteur Rey,1,4,0,6.3,-5.833708660544172e-25,3.6019412439922004e-25
33700,tt0338309,Ondskan,1,4,2,7.8,0.0,0.0
33701,tt0338325,Paparazzi objectif chasse à l'homme,1,4,1,5.8,0.0,0.0
33702,tt0338330,La passion de Bernadette,1,3,0,6.1,0.0,0.0
33703,tt0338337,Paycheck,1,4,2,6.3,0.0,0.0
33704,tt0338348,Le Pôle Express,1,4,2,6.6,0.0,0.0
33705,tt0338357,Noam Chomsky: Pouvoir & terreur,0,4,0,6.9,0.0,0.0
33706,tt0338459,Spy kids 3: Mission 3D,1,4,2,4.3,0.0,0.0
33707,tt0338466,Deux en un,1,4,2,5.7,0.0,0.0
33708,tt0338512,Deux frères,1,4,1,7.1,-7.92584228386732e-06,-3.2791503314244766e-05
33709,tt0338516,Un escargot dans la tête,1,2,0,6.8,0.0,0.0
33710,tt0338526,Van Helsing,1,4,2,6.1,5.896798104093325e-07,8.310304287631431e-07
33711,tt0338554,Ruée vers la blanche,1,4,0,4.5,0.0,0.0
33712,tt0338564,Infernal Affairs,1,4,2,8.0,0.0007305577968576756,-0.0008011347675798244
33713,tt0338714,Bonjour l'angoisse,1,4,0,6.6,0.0,0.0
33714,tt0338732,Aram,1,4,0,7.0,0.0,0.0
33715,tt0338751,Aviator,2,4,3,7.5,0.0,0.0
33716,tt0338763,Battle royale 2: requiem,2,4,1,4.7,0.0,0.0
33717,tt0338769,Le sang des Vikings,1,4,0,4.0,0.0,0.0
33718,tt0338806,Légions Les Guerriers de Rome,1,4,0,5.3,0.0,0.0
33719,tt0338828,Bullit et Riper,1,4,1,6.0,0.0,0.0
33720,tt0338975,Errance,1,4,0,4.4,0.0,0.0
33721,tt0338977,Votre bouche avec la mienne,1,4,1,6.9,0.0,0.0
33722,tt0338978,Et la vie,1,3,0,6.4,0.0,0.0
33723,tt0339028,France Boutique,1,4,0,5.1,0.0,0.0
33724,tt0339134,Chapeau de Paille et Charentaises,0,4,0,6.4,0.0,0.0
33725,tt0339135,In Hell,1,4,1,6.2,0.0,0.0
33726,tt0339147,Highwaymen - La poursuite infernale,1,4,1,5.7,0.0,0.0
33727,tt0339204,Inquiétudes,2,4,0,5.5,0.0,0.0
33728,tt0339230,Cops,1,4,1,6.7,0.0,0.0
33729,tt0339279,Laisse tes mains sur mes hanches,1,4,0,5.8,0.0,0.0
33730,tt0339291,Les désastreuses aventures des orphelins Baudelaire,1,4,2,6.8,0.0,0.0
33731,tt0339305,Les lionceaux,0,4,0,4.4,0.0,0.0
33732,tt0339323,Lovely Rita,0,4,0,4.0,0.0,0.0
33733,tt0339334,Pollux - Le manège enchanté,1,4,1,5.2,0.0,0.0
33734,tt0339357,Histoire de Marie et Julien,2,4,0,7.0,7.44075366881872e-18,-4.536114384738224e-18
33735,tt0339366,Cadeau du ciel,1,4,0,5.8,0.0,0.0
33736,tt0339368,Mathilde,1,4,0,6.6,-0.00016652890959957192,-0.0004105130942850676
33737,tt0339482,L'Outremangeur,1,4,0,6.3,0.0,0.0
33738,tt0339496,Bad Guys,1,4,0,4.3,0.0,0.0
33739,tt0339525,Le point D,1,4,0,5.9,0.0,0.0
33740,tt0339537,Justice criminelle,1,4,0,4.7,0.0,0.0
33741,tt0339553,Rabalaïre,1,4,0,5.9,0.0,0.0
33742,tt0339558,Raja l'Africaine,1,4,0,6.1,0.0,0.0
33743,tt0339572,Renée,1,4,0,4.8,3.792938964445789e-18,-2.2685662941249366e-18
33744,tt0339579,The returner,1,4,1,6.4,0.0,0.0
33745,tt0339607,À l'ouest du Montana,1,4,0,4.2,0.0,0.0
33746,tt0339653,Les aventures sexuelles extra-conjugales,1,1,0,5.2,0.0,0.0
33747,tt0339678,La maison du silence,1,0,0,7.9,0.0,0.0
33748,tt0339727,Les Rebelles (Stateside),1,4,0,5.9,0.0,0.0
33749,tt0339743,Le Dernier confédéré,1,4,0,5.3,0.0,0.0
33750,tt0339806,"Torremolinos, le strip-tease de ma copine",1,4,1,6.6,0.0,0.0
33751,tt0339837,Un amour d'emmerdeuse,1,2,0,3.8,0.0,0.0
33752,tt0339840,Undead,1,4,1,5.4,0.0,0.0
33753,tt0339918,Les Loups de Wall Street,1,4,0,2.7,0.0,0.0
33754,tt0340012,Being Julia,1,4,1,7.0,1.1150896668021167e-21,-6.190394480182692e-22
33755,tt0340046,Les pionniers,2,1,0,6.0,0.0,0.0
33756,tt0340086,Dédales,1,4,0,6.9,-0.0012184546275590148,0.00332965461803292
33757,tt0340096,The Emperor's Wife,1,4,0,5.4,0.0,0.0
33758,tt0340099,Oublie tout ce que je t'ai dit,1,4,0,6.9,0.0,0.0
33759,tt0340134,Godefinger ou Certaines chattes n'aiment pas le mou,1,1,0,4.8,0.0,0.0
33760,tt0340137,Grande école,1,4,0,5.7,0.0,0.0
33761,tt0340149,Hatley High,1,4,0,6.1,0.0,0.0
33762,tt0340163,Otage,1,4,2,6.6,0.0,0.0
33763,tt0340181,Janis et John,1,4,0,6.2,0.0008298295225259495,-0.0008340036225040685
33764,tt0340310,Regina!,1,4,0,6.3,0.0,0.0
33765,tt0340376,Crimes contre l'humanité,1,4,1,6.2,-0.016181596975099907,0.006371185196118317
33766,tt0340377,Le chef de gare,1,4,2,7.6,0.0,0.0
33767,tt0340407,Le Costard,1,4,0,6.4,0.0,0.0
33768,tt0340855,Monster,1,4,2,7.3,0.0,0.0
33769,tt0340910,Poupées d'argile,1,4,0,7.2,0.0,0.0
33770,tt0341069,Un petit cas de conscience,1,4,0,5.4,0.0,0.0
33771,tt0341266,Fantômes,1,4,1,6.5,0.0,0.0
33772,tt0341351,L'Amazone nue,0,0,0,4.1,0.0,0.0
33773,tt0341358,Le fils aîné,1,2,0,6.7,0.0,0.0
33774,tt0341372,Embarquement immédiat,1,4,0,5.5,0.0,0.0
33775,tt0341384,The Coast Guard,1,4,1,6.5,0.0,0.0
33776,tt0341495,Naked Weapon,1,4,1,5.5,0.0,0.0
33777,tt0341503,Les 5 Foudroyants de Shaolin,1,2,0,6.0,0.0,0.0
33778,tt0341555,Sex Is Zero,1,4,1,6.6,0.0,0.0
33779,tt0341561,Sans défense,1,2,0,4.3,0.0003314561549652573,0.00020499249795703745
33780,tt0341652,Les aventures du cirque Beely,1,0,0,6.1,0.0,0.0
33781,tt0342063,Les Oiseaux du Paradis,1,0,0,5.8,0.0,0.0
33782,tt0342080,Nos plus beaux jours,1,0,0,6.6,0.0,0.0
33783,tt0342088,Les filles modernes,1,0,0,6.4,0.0,0.0
33784,tt0342167,Camp,1,4,1,6.2,0.0,0.0
33785,tt0342258,Danny the Dog,1,4,2,7.0,-0.0071845651939754914,-0.02277888428151067
33786,tt0342272,Dear Wendy,1,4,1,6.6,-9.041484935508607e-07,1.2635143825673413e-06
33787,tt0342419,La fille,1,4,0,6.3,0.0,0.0
33788,tt0342492,Les bouchers verts,1,4,1,7.3,0.0,0.0
33789,tt0342508,La malédiction du pendu,1,4,1,4.9,0.0,0.0
33790,tt0342512,Vie ou mort,0,0,0,7.3,0.0,0.0
33791,tt0342697,Life show,1,4,0,7.0,0.0,0.0
33792,tt0342735,Manderlay,2,4,1,7.3,0.0,0.0
33793,tt0342771,Miffo,1,4,0,5.7,0.0,0.0
33794,tt0342777,Misa et les loups,1,4,0,5.6,0.0,0.0
33795,tt0342798,La femme qui croyait être présidente des Etats-Unis,1,4,0,4.5,0.0,0.0
33796,tt0342810,Les eunuques,1,2,0,5.8,0.0,0.0
33797,tt0342816,Le geste inexpliqué de Sumiko,1,0,0,6.7,0.0,0.0
33798,tt0342866,Où gît votre sourire enfoui?,1,4,0,7.8,0.0,0.0
33799,tt0342882,L'accordeur de tremblements de terre,1,4,0,6.3,0.0,0.0
33800,tt0343135,Polly et moi,1,4,2,6.0,0.0004249053900771411,-0.00039743304602391714
33801,tt0343172,Case départ,1,4,0,6.5,0.0,0.0
33802,tt0343175,Quand Maryam s'est dévoilée,1,4,0,7.5,0.0,0.0
33803,tt0343221,Une autre mère,1,4,1,7.6,0.0,0.0
33804,tt0343410,La bataille de France,1,1,0,6.7,0.0,0.0
33805,tt0343426,La beuze,1,4,0,4.3,0.0,0.0
33806,tt0343449,Bone Snatcher,1,4,0,4.4,0.0,0.0
33807,tt0343513,Vert paradis,1,4,0,6.1,-9.383640367190669e-05,7.01734528097025e-05
33808,tt0343524,Ce jour-là,1,4,0,6.6,0.0,0.0
33809,tt0343660,Amour & amnésie,1,4,3,6.8,0.0,0.0
33810,tt0343663,Eros,1,4,1,6.0,0.0,0.0
33811,tt0343737,Raisons d'état,2,4,2,6.7,-1.4334463284922692e-05,5.1038621167527545e-06
33812,tt0343818,"I, Robot",1,4,3,7.1,0.0,0.0
33813,tt0343856,"Je t'aime, je t'adore",1,4,0,5.2,0.0,0.0
33814,tt0343941,"Krône, l'Autriche entre les lignes",0,4,0,8.4,0.0,0.0
33815,tt0343962,Le Mexicain,1,4,0,4.2,0.0,0.0
33816,tt0343996,Adieu Cuba,2,4,1,6.6,8.036996663657878e-06,-0.00023128938051094982
33817,tt0344273,Rois et reine,2,4,1,7.1,1.3729064341873852e-19,-9.577641855245832e-20
33818,tt0344485,Toutes ces belles promesses,1,4,0,6.5,0.0,0.0
